カード番号,カード名,フリガナ,レアリティ,種類,色,コスト/ライフ種別,コスト/ライフ値,パワー,カウンター,属性,特徴,ブロック,効果テキスト,トリガー,入手情報,ImageFileID,ImageFileID_small
EB01-048,ラブーン,,SR,CHARACTER,黒,コスト,4,5000,1000,打,動物,2,【起動メイン】このキャラをレストにできる：相手のキャラ1枚までを、このターン中、コスト-4。,,ONE PIECE CARD THE BEST vol.2【PRB-02】,dummy.gif,
EB01-048,ラブーン,,SR,CHARACTER,黒,コスト,4,5000,1000,打,動物,2,【起動メイン】このキャラをレストにできる：相手のキャラ1枚までを、このターン中、コスト-4。,,メモリアルコレクション【EB-01】,dummy.gif,
EB01-048,ラブーン,,SR,CHARACTER,黒,コスト,4,5000,1000,打,動物,2,【起動メイン】このキャラをレストにできる：相手のキャラ1枚までを、このターン中、コスト-4。,,メモリアルコレクション【EB-01】,dummy.gif,
EB01-049,Tボーン,,R,CHARACTER,黒,コスト,5,5000,2000,斬,W7/海軍,2,【登場時】相手のコスト2以下のキャラ1枚までを、KOする。,,メモリアルコレクション【EB-01】,dummy.gif,
EB01-049,Tボーン,,R,CHARACTER,黒,コスト,5,5000,2000,斬,W7/海軍,2,【登場時】相手のコスト2以下のキャラ1枚までを、KOする。,,メモリアルコレクション【EB-01】,dummy.gif,
EB01-050,生ぎたいっ!!!!,イキタイッ！！！！,C,EVENT,黒,コスト,3,-,-,-,麦わらの一味,2,【カウンター】自分のトラッシュが30枚以上ある場合、自分のデッキの上から1枚までを、ライフの上に加える。,,メモリアルコレクション【EB-01】,dummy.gif,
EB01-051,指銃,シガン,R,EVENT,黒,コスト,4,-,-,-,CP9,2,【メイン】自分のデッキの上から2枚をトラッシュに置くことができる：相手のコスト5以下のキャラ1枚までを、KOする。,【】このカードの【メイン】効果を発動する。,ONE PIECE CARD THE BEST vol.2【PRB-02】,dummy.gif,
EB01-051,指銃,シガン,R,EVENT,黒,コスト,4,-,-,-,CP9,2,【メイン】自分のデッキの上から2枚をトラッシュに置くことができる：相手のコスト5以下のキャラ1枚までを、KOする。,【】このカードの【メイン】効果を発動する。,ONE PIECE CARD THE BEST vol.2【PRB-02】,dummy.gif,
EB01-051,指銃,シガン,R,EVENT,黒,コスト,4,-,-,-,CP9,2,【メイン】自分のデッキの上から2枚をトラッシュに置くことができる：相手のコスト5以下のキャラ1枚までを、KOする。,【】このカードの【メイン】効果を発動する。,メモリアルコレクション【EB-01】,dummy.gif,
EB01-052,ヴィオラ,ヴィオラ,SR,CHARACTER,黄,コスト,2,-,1000,特,ドレスローザ,2,【ブロッカー】(相手のアタックの後、このカードをレストにし、アタックの対象をこのカードにできる)【登場時】以下から1つを選ぶ。・相手のライフすべてを見て、好きな順番で置く。・自分のライフすべてを裏向きにする。,,メモリアルコレクション【EB-01】,dummy.gif,
EB01-052,ヴィオラ,ヴィオラ,SR,CHARACTER,黄,コスト,2,-,1000,特,ドレスローザ,2,【ブロッカー】(相手のアタックの後、このカードをレストにし、アタックの対象をこのカードにできる)【登場時】以下から1つを選ぶ。・相手のライフすべてを見て、好きな順番で置く。・自分のライフすべてを裏向きにする。,,メモリアルコレクション【EB-01】,dummy.gif,
EB01-053,ガスティーノ,,C,CHARACTER,黄,コスト,3,5000,-,特,科学者,2,【登場時】相手のコスト3以下のキャラ1枚までを、相手のライフの上か下に表向きで置く。,【】相手のリーダーかキャラ合計2枚までを、このターン中、パワー-3000。,メモリアルコレクション【EB-01】,dummy.gif,
EB01-054,ガン・フォール,ガン・フォール,R,CHARACTER,黄,コスト,3,4000,1000,斬,空島,2,【ブロッカー】(相手のアタックの後、このカードをレストにし、アタックの対象をこのカードにできる)【登場時】相手のライフが1枚以下の場合、相手のコスト3以下のキャラ1枚までを、KOする。,,メモリアルコレクション【EB-01】,dummy.gif,
EB01-055,シャーロット・コンポート,シャーロット・コンポート,C,CHARACTER,黄,コスト,7,9000,1000,知,ビッグ・マム海賊団,2,-,,メモリアルコレクション【EB-01】,dummy.gif,
EB01-056,シャーロット・フランぺ,,R,CHARACTER,黄,コスト,1,1000,2000,特,ビッグ・マム海賊団,2,【登場時】自分のライフの上か下から1枚を手札に加えることができる：カード1枚を引く。,,メモリアルコレクション【EB-01】,dummy.gif,
EB01-056,シャーロット・フランぺ,,R,CHARACTER,黄,コスト,1,1000,2000,特,ビッグ・マム海賊団,2,【登場時】自分のライフの上か下から1枚を手札に加えることができる：カード1枚を引く。,,メモリアルコレクション【EB-01】,dummy.gif,
EB01-056,シャーロット・フランペ,シャーロット・フランペ,SPカード,CHARACTER,黄,コスト,1,1000,2000,特,ビッグ・マム海賊団,2,【登場時】自分のライフの上か下から1枚を手札に加えることができる：カード1枚を引く。,,ブースターパック 王族の血統【OP-10】,dummy.gif,
EB01-057,しらほし,,SR,CHARACTER,黄,コスト,2,-,1000,知,人魚族,2,このキャラが相手の効果でKOされた時、自分のデッキの上から1枚までを、ライフの上に加える。【ブロッカー】(相手のアタックの後、このカードをレストにし、アタックの対象をこのカードにできる),,ONE PIECE CARD THE BEST vol.2【PRB-02】,dummy.gif,
EB01-057,しらほし,,SR,CHARACTER,黄,コスト,2,-,1000,知,人魚族,2,このキャラが相手の効果でKOされた時、自分のデッキの上から1枚までを、ライフの上に加える。【ブロッカー】(相手のアタックの後、このカードをレストにし、アタックの対象をこのカードにできる),,メモリアルコレクション【EB-01】,dummy.gif,
EB01-057,しらほし,,SR,CHARACTER,黄,コスト,2,-,1000,知,人魚族,2,このキャラが相手の効果でKOされた時、自分のデッキの上から1枚までを、ライフの上に加える。【ブロッカー】(相手のアタックの後、このカードをレストにし、アタックの対象をこのカードにできる),,メモリアルコレクション【EB-01】,dummy.gif,
EB01-057,しらほし,,SPカード,CHARACTER,黄,コスト,2,-,1000,知,人魚族,2,このキャラが相手の効果でKOされた時、自分のデッキの上から1枚までを、ライフの上に加える。【ブロッカー】(相手のアタックの後、このカードをレストにし、アタックの対象をこのカードにできる),,ブースターパック 神速の拳【OP-11】,dummy.gif,
EB01-058,モンブラン・クリケット,,C,CHARACTER,黄,コスト,2,3000,1000,打,猿山連合軍,2,【ドン!!×1】【自分のターン中】自分のライフが2枚以下の場合、このキャラのパワー+2000。,,メモリアルコレクション【EB-01】,dummy.gif,
EB01-059,雷迎,ライゴウ,R,EVENT,黄,コスト,6,-,-,-,空島,2,【メイン】相手のキャラ1枚までを、KOする。その後、自分のライフが1枚になるようにライフの上からトラッシュに置く。,【】お互いのライフの合計枚数以下のコストを持つ相手のキャラ1枚までを、KOする。,メモリアルコレクション【EB-01】,dummy.gif,
EB01-060,我が神なり,,C,EVENT,黄,コスト,4,-,-,-,空島,2,【メイン】自分の、手札かトラッシュからコスト7以下の「エネル」1枚までを、登場させる。その後、自分のライフが1枚になるようにライフの上からトラッシュに置く。,【】カード2枚を引き、自分の手札1枚を捨てる。,ONE PIECE CARD THE BEST vol.2【PRB-02】,dummy.gif,
EB01-060,我が神なり,,C,EVENT,黄,コスト,4,-,-,-,空島,2,【メイン】自分の、手札かトラッシュからコスト7以下の「エネル」1枚までを、登場させる。その後、自分のライフが1枚になるようにライフの上からトラッシュに置く。,【】カード2枚を引き、自分の手札1枚を捨てる。,ONE PIECE CARD THE BEST vol.2【PRB-02】,dummy.gif,
EB01-060,我が神なり,,C,EVENT,黄,コスト,4,-,-,-,空島,2,【メイン】自分の、手札かトラッシュからコスト7以下の「エネル」1枚までを、登場させる。その後、自分のライフが1枚になるようにライフの上からトラッシュに置く。,【】カード2枚を引き、自分の手札1枚を捨てる。,メモリアルコレクション【EB-01】,dummy.gif,
EB01-061,Mr.2・ボン・クレー(ベンサム),ミスターツーボンクレーベンサム,SEC,CHARACTER,紫,コスト,4,1000,1000,特,元B・W,2,【登場時】ドン‼デッキからドン‼1枚までを、アクティブで追加する。【アタック時】相手のキャラ1枚までを選ぶ。このキャラの元々のパワーは、このターン中、選んだキャラと同じパワーになる。,,ONE PIECE CARD THE BEST vol.2【PRB-02】,dummy.gif,
EB01-061,Mr.2・ボン・クレー(ベンサム),ミスターツーボンクレーベンサム,SEC,CHARACTER,紫,コスト,4,1000,1000,特,元B・W,2,【登場時】ドン!!デッキからドン!!1枚までを、アクティブで追加する。【アタック時】相手のキャラ1枚までを選ぶ。このキャラの元々のパワーは、このターン中、選んだキャラと同じパワーになる。,,メモリアルコレクション【EB-01】,dummy.gif,
EB01-061,Mr.2・ボン・クレー(ベンサム),ミスターツーボンクレーベンサム,SEC,CHARACTER,紫,コスト,4,1000,1000,特,元B・W,2,【登場時】ドン!!デッキからドン!!1枚までを、アクティブで追加する。【アタック時】相手のキャラ1枚までを選ぶ。このキャラの元々のパワーは、このターン中、選んだキャラと同じパワーになる。,,メモリアルコレクション【EB-01】,dummy.gif,
EB02-001,カルー,,C,CHARACTER,赤,コスト,5,7000,1000,打,動物/アラバスタ王国,3,-,,エクストラブースター Anime 25th collection【EB-02】,dummy.gif,
EB02-002,サボ,,R,CHARACTER,赤,コスト,4,5000,2000,特,ドレスローザ/革命軍,3,【起動メイン】このキャラをレストにできる：自分の「サボ」以外の特徴《革命軍》を持つキャラ1枚までを、このターン中、パワー+2000。,,エクストラブースター Anime 25th collection【EB-02】,dummy.gif,
EB02-003,トニートニー・チョッパー,,R,CHARACTER,赤,コスト,3,3000,1000,打,動物/ドラム王国/麦わらの一味,3,【ドン‼×2】【相手のターン中】このキャラのパワー+2000。【登場時】自分のリーダーが特徴《麦わらの一味》を持つ場合、自分のリーダーかキャラ1枚にレストのドン!!1枚までを、付与する。,,エクストラブースター Anime 25th collection【EB-02】,dummy.gif,
EB02-003,トニートニー・チョッパー,,R,CHARACTER,赤,コスト,3,3000,1000,打,動物/ドラム王国/麦わらの一味,3,【ドン‼×2】【相手のターン中】このキャラのパワー+2000。【登場時】自分のリーダーが特徴《麦わらの一味》を持つ場合、自分のリーダーかキャラ1枚にレストのドン!!1枚までを、付与する。,,エクストラブースター Anime 25th collection【EB-02】,dummy.gif,
EB02-004,ドン・アッチーノ,,C,CHARACTER,赤,コスト,8,10000,1000,特,アッチーノファミリー,3,-,,エクストラブースター Anime 25th collection【EB-02】,dummy.gif,
